Part_ID,Timestamp,Shift,Machine_ID,Operator_ID,Thickness_mm,Diameter_mm,Surface_Roughness_um,Runout_mm
BR_0923,2025-06-04 11:08:36.638776617,Morning,CNC_4,OP_02,11.987,302.96,0.48,0.0086
BR_0924,2025-06-04 11:16:39.253112795,Morning,CNC_5,OP_02,11.972,305.91,0.52,0.0193
BR_0925,2025-06-04 11:19:25.380098572,Morning,CNC_5,OP_02,12.008,306.13,1.77,0.0207
BR_0926,2025-06-04 11:20:25.380098572,Morning,CNC_4,OP_01,12.045,302.63,1.13,0.0062
BR_0927,2025-06-04 11:21:59.250262904,Morning,CNC_4,OP_03,12.024,302.9,0.72,0.0105
BR_0928,2025-06-04 11:25:53.276589607,Morning,CNC_4,OP_01,12.079,302.95,0.95,0.0517
BR_0929,2025-06-04 11:30:54.385789187,Morning,CNC_4,OP_04,12.02,302.93,1.27,0.01
BR_0930,2025-06-04 11:32:23.862193165,Morning,CNC_4,OP_03,11.936,302.93,0.65,0.01
BR_0931,2025-06-04 11:33:23.862193165,Morning,CNC_5,OP_02,11.972,305.9,0.54,0.0132
BR_0932,2025-06-04 11:42:24.278319313,Morning,CNC_2,OP_03,12.02,306.16,0.93,0.0069
BR_0933,2025-06-04 12:03:12.465568269,Morning,CNC_2,OP_04,12.011,306.11,0.89,0.0166
BR_0934,2025-06-04 12:06:56.233932360,Morning,CNC_1,OP_01,12.149,300.34,0.45,0.013
BR_0935,2025-06-04 12:07:56.233932360,Morning,CNC_2,OP_01,12.0,306.16,0.91,0.0093
BR_0936,2025-06-04 12:09:31.596873878,Morning,CNC_2,OP_02,11.991,305.78,1.31,0.0099
BR_0937,2025-06-04 12:10:31.596873878,Morning,CNC_5,OP_01,11.921,305.97,0.4,0.0271
BR_0938,2025-06-04 12:22:48.663432186,Morning,CNC_4,OP_01,11.96,302.94,0.47,0.0037
BR_0939,2025-06-04 12:23:48.663432186,Morning,CNC_4,OP_04,12.015,303.05,1.16,0.0115
BR_0940,2025-06-04 12:28:06.435632846,Morning,CNC_5,OP_03,12.01,306.22,2.6,0.0276
BR_0941,2025-06-04 12:29:42.520031426,Morning,CNC_2,OP_01,12.03,306.04,0.75,0.0054
BR_0942,2025-06-04 12:33:44.870686048,Morning,CNC_5,OP_04,12.023,306.04,1.1,0.0325
BR_0943,2025-06-04 12:39:01.037276243,Morning,CNC_1,OP_04,12.078,300.0,0.81,0.0115
BR_0944,2025-06-04 12:47:52.169033969,Morning,CNC_4,OP_02,11.95,303.16,2.24,0.0182
BR_0945,2025-06-04 12:49:01.529792220,Morning,CNC_3,OP_04,12.0,299.89,0.91,0.0101
BR_0946,2025-06-04 12:50:01.529792220,Morning,CNC_1,OP_02,12.082,299.71,1.54,0.0279
BR_0947,2025-06-04 12:51:01.529792220,Morning,CNC_1,OP_01,12.154,300.13,0.32,0.0312
BR_0948,2025-06-04 13:02:32.361250875,Morning,CNC_5,OP_02,12.066,306.08,0.49,0.0073
BR_0949,2025-06-04 13:12:53.541656490,Morning,CNC_2,OP_04,11.976,306.26,1.21,0.0139
BR_0950,2025-06-04 13:17:26.494949548,Morning,CNC_4,OP_03,11.969,302.51,1.78,0.0127
BR_0951,2025-06-04 13:22:01.770065099,Morning,CNC_3,OP_03,11.932,299.98,0.77,0.0084
BR_0952,2025-06-04 13:27:29.890333921,Morning,CNC_1,OP_01,12.077,300.02,0.47,0.0026
BR_0953,2025-06-04 13:28:29.890333921,Morning,CNC_3,OP_01,11.976,299.7,0.41,0.0174
BR_0954,2025-06-04 13:40:47.353202152,Morning,CNC_2,OP_03,12.13,305.98,0.6,0.0378
BR_0955,2025-06-04 13:43:30.136092455,Morning,CNC_2,OP_02,11.944,306.24,0.56,0.0175
BR_0956,2025-06-04 13:45:55.069332253,Morning,CNC_3,OP_01,12.003,300.42,1.48,0.0147
BR_0957,2025-06-04 13:49:34.584412039,Morning,CNC_4,OP_04,11.968,303.2,1.0,0.0226
BR_0958,2025-06-04 13:50:34.584412039,Morning,CNC_2,OP_01,12.001,305.94,0.34,0.0212
BR_0959,2025-06-04 13:51:34.584412039,Morning,CNC_3,OP_02,11.983,300.25,0.95,0.0126
BR_0960,2025-06-04 13:58:16.446139166,Morning,CNC_1,OP_01,12.127,300.18,0.39,0.0296
BR_0961,2025-06-04 13:59:16.446139166,Morning,CNC_3,OP_04,12.022,299.9,0.49,0.0028
BR_0962,2025-06-04 14:03:53.706804861,Afternoon,CNC_3,OP_08,12.039,299.88,1.54,0.0098
BR_0963,2025-06-04 14:05:18.156814941,Afternoon,CNC_5,OP_08,11.962,305.97,3.6,0.0209
BR_0964,2025-06-04 14:07:46.099492018,Afternoon,CNC_2,OP_06,12.054,305.79,0.78,0.0065
BR_0965,2025-06-04 14:09:28.295149604,Afternoon,CNC_4,OP_06,11.976,302.94,1.34,0.0142
BR_0966,2025-06-04 14:11:40.159692920,Afternoon,CNC_4,OP_08,11.93,303.1,1.31,0.0368
BR_0967,2025-06-04 14:18:01.028888911,Afternoon,CNC_5,OP_08,11.991,306.21,2.53,0.0259
BR_0968,2025-06-04 14:19:46.800350792,Afternoon,CNC_4,OP_06,12.006,302.92,0.56,0.0156
BR_0969,2025-06-04 14:23:57.493410003,Afternoon,CNC_3,OP_06,11.938,300.28,1.59,0.0148
BR_0970,2025-06-04 14:27:11.401346010,Afternoon,CNC_5,OP_06,12.044,306.13,0.68,0.013
BR_0971,2025-06-04 14:32:38.301122937,Afternoon,CNC_1,OP_07,12.046,300.14,0.82,0.0097
BR_0972,2025-06-04 14:46:26.877617190,Afternoon,CNC_2,OP_06,11.957,305.82,0.76,0.0131
BR_0973,2025-06-04 14:53:02.549198566,Afternoon,CNC_2,OP_08,12.0,306.36,3.35,0.0325
BR_0974,2025-06-04 14:54:15.147882539,Afternoon,CNC_2,OP_07,12.043,306.11,0.87,0.0145
BR_0975,2025-06-04 14:55:15.147882539,Afternoon,CNC_3,OP_06,11.939,299.93,0.59,0.0104
BR_0976,2025-06-04 14:56:46.398673140,Afternoon,CNC_1,OP_08,12.134,299.9,1.87,0.03
BR_0977,2025-06-04 15:01:17.616868701,Afternoon,CNC_5,OP_05,11.892,305.94,1.56,0.0132
BR_0978,2025-06-04 15:02:17.616868701,Afternoon,CNC_5,OP_07,12.017,305.8,1.17,0.0144
BR_0979,2025-06-04 15:05:43.388655508,Afternoon,CNC_2,OP_08,11.944,306.2,2.39,0.0522
BR_0980,2025-06-04 15:10:15.917307504,Afternoon,CNC_1,OP_05,12.048,299.82,1.4,0.0432
BR_0981,2025-06-04 15:12:17.966870885,Afternoon,CNC_1,OP_08,12.175,300.06,2.23,0.0132
BR_0982,2025-06-04 15:19:40.061858629,Afternoon,CNC_1,OP_06,12.039,299.91,1.87,0.019
BR_0983,2025-06-04 15:20:40.061858629,Afternoon,CNC_4,OP_06,11.997,303.13,1.33,0.0127
BR_0984,2025-06-04 15:21:40.061858629,Afternoon,CNC_4,OP_05,11.947,303.16,1.19,0.0114
BR_0985,2025-06-04 15:28:10.856081693,Afternoon,CNC_2,OP_06,12.038,305.87,1.64,0.0193
BR_0986,2025-06-04 15:31:36.107149691,Afternoon,CNC_1,OP_08,12.109,299.99,0.71,0.0115
BR_0987,2025-06-04 15:37:25.919946410,Afternoon,CNC_1,OP_05,12.117,299.71,1.07,0.0205
BR_0988,2025-06-04 15:40:17.107146148,Afternoon,CNC_5,OP_08,12.057,306.34,1.25,0.0085
BR_0989,2025-06-04 15:41:41.976022275,Afternoon,CNC_5,OP_08,11.983,306.21,1.26,0.0344
BR_0990,2025-06-04 15:50:14.923131846,Afternoon,CNC_2,OP_08,12.054,305.72,2.35,0.0221
BR_0991,2025-06-04 15:58:16.879601034,Afternoon,CNC_1,OP_06,12.164,299.83,0.98,0.0184
BR_0992,2025-06-04 16:04:12.814246946,Afternoon,CNC_2,OP_06,12.014,305.97,2.39,0.0232
BR_0993,2025-06-04 16:05:48.110331442,Afternoon,CNC_5,OP_08,11.945,306.01,1.31,0.0538
BR_0994,2025-06-04 16:10:15.758595359,Afternoon,CNC_5,OP_07,11.94,305.86,1.7,0.0534
BR_0995,2025-06-04 16:12:30.101588032,Afternoon,CNC_4,OP_08,12.022,302.77,2.61,0.0245
BR_0996,2025-06-04 16:13:30.101588032,Afternoon,CNC_2,OP_08,11.945,306.08,1.21,0.0196
BR_0997,2025-06-04 16:25:57.911541093,Afternoon,CNC_2,OP_05,11.933,306.35,1.01,0.0167
BR_0998,2025-06-04 16:26:57.911541093,Afternoon,CNC_1,OP_08,12.135,300.01,1.3,0.0122
BR_0999,2025-06-04 16:41:58.058737029,Afternoon,CNC_1,OP_06,12.068,299.94,1.1,0.0096
BR_1000,2025-06-04 16:44:55.239040866,Afternoon,CNC_4,OP_05,12.121,302.92,1.98,0.0171
BR_1001,2025-06-04 16:45:56.658125440,Afternoon,CNC_3,OP_07,11.967,299.78,1.69,0.0219
BR_1002,2025-06-04 16:49:50.859079285,Afternoon,CNC_3,OP_05,11.975,299.87,2.08,0.013
BR_1003,2025-06-04 17:00:09.801617569,Afternoon,CNC_3,OP_07,12.018,300.23,0.41,0.0113
BR_1004,2025-06-04 17:06:45.083951308,Afternoon,CNC_2,OP_05,12.01,305.59,0.61,0.0103
BR_1005,2025-06-04 17:14:57.922099130,Afternoon,CNC_2,OP_05,11.996,306.01,0.81,0.0135
BR_1006,2025-06-04 17:20:20.493413681,Afternoon,CNC_5,OP_07,11.995,306.01,0.65,0.0249
BR_1007,2025-06-04 17:26:14.059564523,Afternoon,CNC_2,OP_06,12.162,306.02,0.67,0.0058
BR_1008,2025-06-04 17:35:41.591160938,Afternoon,CNC_2,OP_06,12.083,306.15,1.76,0.0252
BR_1009,2025-06-04 17:37:07.763015600,Afternoon,CNC_2,OP_06,12.042,306.01,1.17,0.0188
BR_1010,2025-06-04 17:40:29.428315451,Afternoon,CNC_4,OP_05,11.939,302.91,1.11,0.0098
BR_1011,2025-06-04 17:41:44.432254182,Afternoon,CNC_2,OP_08,11.996,305.87,3.12,0.0308
BR_1012,2025-06-04 18:03:43.099779403,Afternoon,CNC_1,OP_05,12.125,300.26,0.3,0.0103
BR_1013,2025-06-04 18:18:08.138915599,Afternoon,CNC_1,OP_08,12.129,300.21,1.06,0.0139
BR_1014,2025-06-04 18:19:08.138915599,Afternoon,CNC_5,OP_08,12.064,306.58,1.3,0.0151
BR_1015,2025-06-04 18:25:14.958384557,Afternoon,CNC_4,OP_06,11.968,302.94,0.43,0.0339
BR_1016,2025-06-04 18:38:13.033451799,Afternoon,CNC_1,OP_08,12.091,299.87,1.53,0.0385
BR_1017,2025-06-04 18:39:13.033451799,Afternoon,CNC_4,OP_05,11.962,303.09,1.21,0.0326
BR_1018,2025-06-04 18:43:24.794327092,Afternoon,CNC_4,OP_05,12.067,303.09,0.9,0.0283
BR_1019,2025-06-04 18:55:46.053906329,Afternoon,CNC_5,OP_06,12.035,306.13,1.29,0.0088
BR_1020,2025-06-04 18:56:46.053906329,Afternoon,CNC_4,OP_07,11.975,303.17,0.62,0.0102
BR_1021,2025-06-04 19:02:44.677043396,Afternoon,CNC_2,OP_05,12.011,306.13,1.25,0.0308
BR_1022,2025-06-04 19:04:30.545532819,Afternoon,CNC_4,OP_08,12.003,303.22,3.06,0.1214
BR_1023,2025-06-04 19:17:25.220134225,Afternoon,CNC_5,OP_05,11.956,306.24,0.49,0.0105
BR_1024,2025-06-04 19:35:07.961111011,Afternoon,CNC_5,OP_05,12.047,306.25,1.91,0.0264
BR_1025,2025-06-04 19:49:34.113215383,Afternoon,CNC_5,OP_05,12.004,305.55,1.0,0.0093
BR_1026,2025-06-04 19:52:46.971636942,Afternoon,CNC_1,OP_07,12.067,300.05,0.39,0.0131
BR_1027,2025-06-04 20:02:41.214848962,Afternoon,CNC_2,OP_08,11.955,305.82,1.01,0.0147
BR_1028,2025-06-04 20:11:59.643030951,Afternoon,CNC_1,OP_06,12.136,300.21,1.32,0.0171
BR_1029,2025-06-04 20:13:54.945187406,Afternoon,CNC_3,OP_05,12.013,299.54,1.53,0.0225
BR_1030,2025-06-04 20:22:44.624449824,Afternoon,CNC_2,OP_08,11.965,306.29,1.14,0.0376
BR_1031,2025-06-04 20:23:44.624449824,Afternoon,CNC_4,OP_08,11.975,302.83,1.91,0.0146
BR_1032,2025-06-04 20:28:16.727041910,Afternoon,CNC_5,OP_06,12.0,305.78,0.57,0.019
BR_1033,2025-06-04 20:29:35.139914269,Afternoon,CNC_3,OP_05,12.003,300.07,0.64,0.0155
BR_1034,2025-06-04 20:30:35.139914269,Afternoon,CNC_2,OP_07,12.01,305.93,1.53,0.0215
BR_1035,2025-06-04 20:31:35.139914269,Afternoon,CNC_1,OP_08,12.006,300.36,0.96,0.0124
BR_1036,2025-06-04 20:37:32.643299175,Afternoon,CNC_5,OP_06,12.006,306.27,0.46,0.0332
BR_1037,2025-06-04 20:39:37.241103095,Afternoon,CNC_1,OP_07,12.034,299.9,0.88,0.0129
BR_1038,2025-06-04 20:46:04.282034261,Afternoon,CNC_2,OP_08,12.071,306.21,1.58,0.0112
BR_1039,2025-06-04 20:47:04.282034261,Afternoon,CNC_2,OP_05,12.052,305.89,0.76,0.0172
BR_1040,2025-06-04 20:48:57.910148686,Afternoon,CNC_3,OP_08,12.058,299.89,1.07,0.0087
BR_1041,2025-06-04 20:52:50.537203006,Afternoon,CNC_4,OP_07,11.877,303.14,0.87,0.0103
BR_1042,2025-06-04 21:00:39.766403007,Afternoon,CNC_1,OP_07,12.08,300.29,1.81,0.0136
BR_1043,2025-06-04 21:02:34.915285119,Afternoon,CNC_3,OP_05,11.996,299.91,0.85,0.014
BR_1044,2025-06-04 21:07:29.878011039,Afternoon,CNC_5,OP_05,12.029,305.93,1.54,0.014
BR_1045,2025-06-04 21:18:21.286508656,Afternoon,CNC_4,OP_06,12.045,303.06,1.41,0.0108
BR_1046,2025-06-04 21:23:08.313461377,Afternoon,CNC_3,OP_05,12.064,299.82,1.04,0.0228
BR_1047,2025-06-04 21:24:27.878154266,Afternoon,CNC_1,OP_06,11.98,300.31,1.03,0.0134
BR_1048,2025-06-04 21:25:27.878154266,Afternoon,CNC_2,OP_07,11.96,305.82,1.92,0.0177
BR_1049,2025-06-04 21:35:40.172660178,Afternoon,CNC_5,OP_07,12.003,305.87,0.5,0.0262
BR_1050,2025-06-04 21:36:40.172660178,Afternoon,CNC_1,OP_08,12.137,300.35,3.54,0.0275
BR_1051,2025-06-04 21:47:03.289990159,Afternoon,CNC_4,OP_08,12.04,303.04,3.81,0.0334
BR_1052,2025-06-04 21:50:49.119106299,Afternoon,CNC_4,OP_06,12.024,303.39,1.48,0.0134
BR_1053,2025-06-04 22:04:48.516659136,Night,CNC_2,OP_09,11.968,305.96,1.59,0.0212
BR_1054,2025-06-04 22:12:49.528416042,Night,CNC_2,OP_09,11.975,306.5,1.79,0.0269
BR_1055,2025-06-04 22:43:44.186739296,Night,CNC_5,OP_12,11.969,306.12,1.74,0.0172
BR_1056,2025-06-04 22:45:53.750324350,Night,CNC_5,OP_11,11.951,305.85,0.6,0.0197
BR_1057,2025-06-04 22:53:11.007902083,Night,CNC_2,OP_10,11.95,305.85,1.09,0.0188
BR_1058,2025-06-04 22:55:45.222602869,Night,CNC_2,OP_11,11.945,305.71,0.59,0.0136
BR_1059,2025-06-04 22:59:01.328794154,Night,CNC_4,OP_11,12.017,302.73,0.79,0.0214
BR_1060,2025-06-04 23:03:57.588666442,Night,CNC_2,OP_09,12.006,305.87,0.96,0.0136
BR_1061,2025-06-04 23:14:18.262885651,Night,CNC_3,OP_10,11.954,299.8,1.11,0.0231
BR_1062,2025-06-04 23:35:00.381996703,Night,CNC_1,OP_11,12.011,299.48,1.95,0.0228
BR_1063,2025-06-04 23:42:19.041129804,Night,CNC_2,OP_12,11.982,306.17,0.93,0.0125
BR_1064,2025-06-04 23:45:01.306387881,Night,CNC_5,OP_12,12.074,306.16,1.24,0.0222
BR_1065,2025-06-04 23:47:45.427260626,Night,CNC_3,OP_09,12.0,300.06,0.57,0.0295
BR_1066,2025-06-04 23:54:26.772593418,Night,CNC_5,OP_12,12.04,305.77,0.5,0.0112
BR_1067,2025-06-04 23:55:48.621329435,Night,CNC_3,OP_12,12.009,300.33,1.42,0.0288
BR_1068,2025-06-04 23:56:48.621329435,Night,CNC_2,OP_11,11.997,305.96,1.26,0.0154
BR_1069,2025-06-04 23:58:59.997128913,Night,CNC_1,OP_12,12.023,299.83,0.42,0.0243
BR_1070,2025-06-05 00:00:41.579860838,Night,CNC_5,OP_12,11.98,306.05,1.06,0.0108
BR_1071,2025-06-05 00:02:27.004267757,Night,CNC_3,OP_11,11.973,300.04,0.5,0.0076
BR_1072,2025-06-05 00:03:46.822617544,Night,CNC_4,OP_09,12.074,302.5,1.29,0.0126
BR_1073,2025-06-05 00:04:46.822617544,Night,CNC_2,OP_09,12.009,305.99,2.22,0.0368
BR_1074,2025-06-05 00:05:46.822617544,Night,CNC_1,OP_10,12.161,300.02,0.71,0.0162
BR_1075,2025-06-05 00:27:46.816011277,Night,CNC_2,OP_12,12.056,305.92,1.02,0.0191
BR_1076,2025-06-05 00:30:34.281935344,Night,CNC_4,OP_11,11.958,302.74,1.32,0.0301
BR_1077,2025-06-05 00:32:59.793553580,Night,CNC_1,OP_10,12.098,299.74,1.53,0.0132
BR_1078,2025-06-05 00:38:41.293348167,Night,CNC_4,OP_09,12.084,303.1,0.84,0.0141
BR_1079,2025-06-05 00:39:55.160924949,Night,CNC_2,OP_09,12.028,306.15,0.46,0.0176
BR_1080,2025-06-05 00:54:53.647801070,Night,CNC_3,OP_11,12.025,299.91,0.46,0.0125
BR_1081,2025-06-05 01:02:36.665635632,Night,CNC_2,OP_10,12.046,306.08,0.97,0.0102
BR_1082,2025-06-05 01:03:36.665635632,Night,CNC_2,OP_10,12.024,305.91,0.63,0.0187
BR_1083,2025-06-05 01:06:18.835067842,Night,CNC_2,OP_11,12.027,305.83,0.45,0.0122
BR_1084,2025-06-05 01:16:52.717955884,Night,CNC_5,OP_11,12.015,306.04,2.33,0.0168
BR_1085,2025-06-05 01:31:21.386436820,Night,CNC_4,OP_10,11.983,302.77,0.31,0.0084
BR_1086,2025-06-05 01:34:30.382669750,Night,CNC_4,OP_09,11.947,303.38,1.07,0.0128
BR_1087,2025-06-05 01:39:15.500921522,Night,CNC_4,OP_12,11.907,302.71,1.51,0.0197
BR_1088,2025-06-05 01:40:15.500921522,Night,CNC_5,OP_09,11.984,306.06,1.77,0.0159
BR_1089,2025-06-05 02:03:54.334327349,Night,CNC_3,OP_11,12.022,300.03,2.05,0.0197
BR_1090,2025-06-05 02:05:13.395776854,Night,CNC_2,OP_10,12.012,306.01,0.69,0.0223
BR_1091,2025-06-05 02:19:31.398576302,Night,CNC_3,OP_10,12.032,300.3,1.67,0.0299
BR_1092,2025-06-05 02:24:46.042494142,Night,CNC_5,OP_12,11.994,305.46,0.61,0.0239
BR_1093,2025-06-05 02:29:26.789161003,Night,CNC_4,OP_10,12.136,303.08,0.48,0.0193
BR_1094,2025-06-05 02:33:02.444686780,Night,CNC_2,OP_12,12.101,305.95,0.88,0.0172
BR_1095,2025-06-05 02:34:21.115195195,Night,CNC_1,OP_09,12.023,300.12,2.67,0.1163
BR_1096,2025-06-05 02:35:21.115195195,Night,CNC_1,OP_09,12.132,300.01,1.51,0.0432
BR_1097,2025-06-05 02:36:35.840664781,Night,CNC_3,OP_10,12.048,299.98,0.62,0.0291
BR_1098,2025-06-05 02:37:37.740703847,Night,CNC_4,OP_10,11.894,302.76,0.9,0.02
BR_1099,2025-06-05 02:45:11.412931118,Night,CNC_1,OP_11,12.108,299.87,1.3,0.0178
BR_1100,2025-06-05 02:47:20.705623439,Night,CNC_3,OP_11,12.026,300.63,0.74,0.0218
BR_1101,2025-06-05 02:48:20.705623439,Night,CNC_5,OP_10,12.0,306.12,1.48,0.013
BR_1102,2025-06-05 03:05:43.830888397,Night,CNC_3,OP_10,12.019,300.21,1.09,0.0394
BR_1103,2025-06-05 03:16:29.527179404,Night,CNC_3,OP_09,12.004,299.93,0.55,0.0157
BR_1104,2025-06-05 03:29:37.823545546,Night,CNC_3,OP_10,12.035,299.83,1.36,0.0188
BR_1105,2025-06-05 03:56:01.838476260,Night,CNC_2,OP_11,12.077,306.16,0.72,0.0121
BR_1106,2025-06-05 03:57:01.838476260,Night,CNC_3,OP_09,12.039,299.62,1.15,0.0108
BR_1107,2025-06-05 03:59:33.213032728,Night,CNC_3,OP_12,12.059,299.87,0.84,0.0098
BR_1108,2025-06-05 04:06:39.154075372,Night,CNC_2,OP_11,11.947,305.93,1.17,0.0139
BR_1109,2025-06-05 04:12:36.392696098,Night,CNC_2,OP_11,12.101,306.19,1.26,0.0191
BR_1110,2025-06-05 04:13:36.392696098,Night,CNC_5,OP_09,12.016,306.08,1.31,0.0124
BR_1111,2025-06-05 04:22:03.966596993,Night,CNC_4,OP_12,11.98,302.91,0.94,0.0455
BR_1112,2025-06-05 04:23:20.217797165,Night,CNC_1,OP_11,12.121,300.07,1.75,0.019
BR_1113,2025-06-05 04:24:36.228123355,Night,CNC_1,OP_10,12.073,299.94,1.15,0.0146
BR_1114,2025-06-05 04:28:27.220018642,Night,CNC_3,OP_11,12.007,300.21,1.14,0.0182
BR_1115,2025-06-05 04:32:56.858375898,Night,CNC_5,OP_09,12.015,306.05,0.98,0.0106
BR_1116,2025-06-05 04:37:17.170129556,Night,CNC_3,OP_09,11.966,300.35,1.21,0.0301
BR_1117,2025-06-05 04:38:17.170129556,Night,CNC_1,OP_09,12.109,299.94,0.85,0.0154
BR_1118,2025-06-05 04:48:46.967572943,Night,CNC_2,OP_11,11.965,306.25,1.43,0.0141
BR_1119,2025-06-05 04:50:19.578022243,Night,CNC_4,OP_12,11.965,303.02,0.99,0.0117
BR_1120,2025-06-05 04:51:19.578022243,Night,CNC_5,OP_10,11.949,305.86,1.46,0.0168
BR_1121,2025-06-05 05:02:18.365451787,Night,CNC_2,OP_09,11.981,306.52,0.7,0.017
BR_1122,2025-06-05 05:17:53.068357612,Night,CNC_4,OP_12,11.972,303.26,2.0,0.0204
BR_1123,2025-06-05 05:27:47.496392954,Night,CNC_5,OP_10,12.024,306.05,1.0,0.0191
BR_1124,2025-06-05 05:36:04.952633874,Night,CNC_5,OP_09,12.055,306.15,0.88,0.0216
BR_1125,2025-06-05 05:41:24.426384233,Night,CNC_1,OP_10,12.135,299.78,1.94,0.0285
BR_1126,2025-06-05 05:45:24.550818703,Night,CNC_2,OP_10,12.049,305.79,0.6,0.0131
BR_1127,2025-06-05 05:46:24.550818703,Night,CNC_5,OP_12,12.044,306.22,1.22,0.0237
BR_1128,2025-06-05 05:49:02.055168676,Night,CNC_5,OP_10,11.954,306.0,0.85,0.0108
BR_1129,2025-06-05 05:51:21.948792265,Night,CNC_4,OP_09,11.983,302.97,0.8,0.0162
BR_1130,2025-06-05 05:52:52.180519307,Night,CNC_1,OP_12,12.191,299.94,1.69,0.0142
BR_1131,2025-06-05 05:59:17.757193306,Night,CNC_3,OP_11,11.973,300.03,0.61,0.0108
BR_1132,2025-06-05 06:02:43.236938481,Morning,CNC_1,OP_03,12.195,299.95,0.95,0.0135
BR_1133,2025-06-05 06:03:43.236938481,Morning,CNC_3,OP_04,11.979,299.59,1.28,0.0199
BR_1134,2025-06-05 06:04:57.845816835,Morning,CNC_2,OP_03,11.898,306.28,1.75,0.0097
BR_1135,2025-06-05 06:10:42.746855114,Morning,CNC_2,OP_02,11.988,305.98,1.26,0.0086
BR_1136,2025-06-05 06:11:42.746855114,Morning,CNC_5,OP_01,12.042,306.37,0.84,0.0524
BR_1137,2025-06-05 06:21:14.306442027,Morning,CNC_2,OP_02,12.083,305.65,2.46,0.0164
BR_1138,2025-06-05 06:24:39.352555320,Morning,CNC_5,OP_04,11.926,305.65,1.91,0.0129
BR_1139,2025-06-05 06:27:55.869096550,Morning,CNC_1,OP_01,12.144,299.94,1.34,0.0076
BR_1140,2025-06-05 06:32:25.115519526,Morning,CNC_2,OP_04,12.045,306.2,1.8,0.0209
BR_1141,2025-06-05 06:41:07.459893409,Morning,CNC_1,OP_04,12.169,299.76,1.1,0.0126
BR_1142,2025-06-05 06:43:15.685333592,Morning,CNC_1,OP_04,11.97,299.75,1.48,0.0091
BR_1143,2025-06-05 06:48:55.661502968,Morning,CNC_2,OP_02,12.083,306.07,1.09,0.0155
BR_1144,2025-06-05 06:53:05.889505278,Morning,CNC_1,OP_01,12.127,299.94,1.42,0.0146
BR_1145,2025-06-05 06:54:39.083948958,Morning,CNC_2,OP_01,12.023,306.11,0.51,0.0109
BR_1146,2025-06-05 07:05:11.757379590,Morning,CNC_2,OP_01,12.052,305.94,1.13,0.0583
BR_1147,2025-06-05 07:13:10.752419715,Morning,CNC_2,OP_02,11.9,306.08,1.31,0.0069
BR_1148,2025-06-05 07:18:33.032390530,Morning,CNC_3,OP_03,12.051,300.27,0.99,0.0296
BR_1149,2025-06-05 07:28:03.334106092,Morning,CNC_1,OP_02,12.224,299.76,1.1,0.024
BR_1150,2025-06-05 07:38:09.220297558,Morning,CNC_4,OP_02,11.932,303.24,0.7,0.0089
BR_1151,2025-06-05 07:44:18.893893830,Morning,CNC_2,OP_04,11.997,305.66,1.94,0.031
BR_1152,2025-06-05 07:53:23.119949016,Morning,CNC_1,OP_01,12.107,300.12,0.73,0.0141
BR_1153,2025-06-05 07:59:21.793848327,Morning,CNC_5,OP_01,12.018,306.28,1.55,0.0297
BR_1154,2025-06-05 08:05:03.756135845,Morning,CNC_2,OP_03,12.021,305.9,0.6,0.012
BR_1155,2025-06-05 08:09:52.937061551,Morning,CNC_2,OP_03,11.966,306.13,0.96,0.0072
BR_1156,2025-06-05 08:16:52.103179038,Morning,CNC_4,OP_04,12.002,302.9,1.17,0.0145
BR_1157,2025-06-05 08:17:52.103179038,Morning,CNC_3,OP_01,12.087,300.12,0.69,0.0054
BR_1158,2025-06-05 08:28:30.367074453,Morning,CNC_3,OP_03,12.02,299.55,1.03,0.0066
BR_1159,2025-06-05 08:38:46.718071095,Morning,CNC_2,OP_03,12.018,306.03,2.21,0.0216
BR_1160,2025-06-05 08:39:46.718071095,Morning,CNC_1,OP_01,12.07,300.08,1.37,0.0363
BR_1161,2025-06-05 08:48:31.012283977,Morning,CNC_5,OP_02,12.067,306.27,0.88,0.0133
BR_1162,2025-06-05 08:49:31.012283977,Morning,CNC_5,OP_03,11.989,306.19,1.18,0.0218
BR_1163,2025-06-05 08:51:33.456378729,Morning,CNC_1,OP_01,12.004,299.97,0.92,0.0064
BR_1164,2025-06-05 08:58:21.654019677,Morning,CNC_2,OP_03,12.021,306.05,1.59,0.0186
BR_1165,2025-06-05 08:59:21.654019677,Morning,CNC_5,OP_04,12.035,305.71,1.09,0.0187
BR_1166,2025-06-05 09:07:52.724246324,Morning,CNC_3,OP_03,11.985,300.33,0.8,0.0044
BR_1167,2025-06-05 09:16:48.101335427,Morning,CNC_1,OP_01,11.995,300.14,2.02,0.0111
BR_1168,2025-06-05 09:20:20.559927019,Morning,CNC_4,OP_03,11.944,302.63,0.44,0.0174
BR_1169,2025-06-05 09:21:20.559927019,Morning,CNC_2,OP_04,11.994,306.05,0.82,0.0099
BR_1170,2025-06-05 09:23:02.058129832,Morning,CNC_1,OP_04,12.088,300.06,1.04,0.0104
BR_1171,2025-06-05 09:27:49.916978141,Morning,CNC_5,OP_03,12.022,305.85,2.09,0.0358
BR_1172,2025-06-05 09:47:41.866018533,Morning,CNC_2,OP_03,12.03,306.02,1.34,0.0549
BR_1173,2025-06-05 09:52:41.615743259,Morning,CNC_3,OP_04,11.978,299.83,0.46,0.0167
